iter	RMSE
352	0.03022707716
353	0.03018964737
354	0.03017587671
355	0.03016245152
356	0.03016050411
357	0.03015206186
358	0.03006136864
359	0.03003681212
360	0.03001869952
361	0.02999568838
362	0.02999269822
363	0.02994709661
364	0.02994569567
365	0.02985886095
366	0.02984226424
367	0.02983200114
368	0.02977070594
369	0.02975600783
370	0.02970821866
371	0.02968404724
372	0.02964539067
373	0.02964356639
374	0.02963003987
375	0.02961401256
376	0.02953585555
377	0.02947588587
378	0.02943390614
379	0.02940697083
380	0.02938330706
381	0.02936779446
382	0.02932044937
383	0.02926807003
384	0.02924666272
385	0.02921639654
386	0.02914362989
387	0.02913190799
388	0.02910265103
389	0.02908999695
390	0.02908488022
391	0.02908191957
392	0.02908012786
393	0.0290770119
394	0.02904613724
395	0.02904315857
396	0.02902285388
397	0.02899838444
398	0.02896790586
399	0.02896630612
